status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status,from_status,when,days_in_from_status,who,to_status,days_since_open,transition,weekday,week_of_year,day,month,year,sec_to_sol,sec_passed_so_far,logsec_to_sol,transictions_so_far,issue_solved_by_assignee,calendar_day,count,count_month_of_year,count_year,team_count
0,3,2012-02-15T00:46:25.553+0000,0,brandonb,2011-12-08T06:19:12.129+0000,2011-12-09T20:27:49.166+0000,0,AVRO,2,6,AVRO-972,1265.0,85,1,1,2262.26734042,0,2011-12-08T06:19:12.129+0000,0.0,11,0,0.0,Non-existent to Open,3.0,49.0,8.0,12.0,2011.0,137317.037,0.0,11.830047670001228,0.0,6,8-12-2011,162,1090,19578,2.0
0,3,2012-02-15T00:46:25.553+0000,0,brandonb,2011-12-08T06:19:12.129+0000,2011-12-09T20:27:49.166+0000,0,AVRO,2,6,AVRO-972,1265.0,85,1,1,2262.26734042,1,2011-12-09T18:56:02.747+0000,1.52558585648,22,1,1.52558585648,Open to Patch Available,4.0,49.0,9.0,12.0,2011.0,5506.419,131810.618,8.613669781608493,1.0,6,9-12-2011,16,1090,19578,2.0
0,2,2012-02-15T00:46:24.689+0000,0,detonator413,2011-11-30T13:26:33.759+0000,2011-12-07T23:16:27.675+0000,0,AVRO,2,7,AVRO-966,2237.0,70,2,1,2262.26734994,0,2011-11-30T13:26:33.759+0000,0.0,30,0,0.0,Non-existent to Open,2.0,48.0,30.0,11.0,2011.0,640193.916,0.0,13.369526403192518,0.0,6,30-11-2011,162,1008,19578,2.0
0,2,2012-02-15T00:46:24.689+0000,0,detonator413,2011-11-30T13:26:33.759+0000,2011-12-07T23:16:27.675+0000,0,AVRO,2,7,AVRO-966,2237.0,70,2,1,2262.26734994,1,2011-12-06T19:17:47.297+0000,6.24390668981,22,1,6.24390668981,Open to Patch Available,1.0,49.0,6.0,12.0,2011.0,100720.378,539473.538,11.520103421689742,1.0,6,6-12-2011,17,1090,19578,2.0
0,0,2011-11-15T17:30:29.229+0000,0,puredanger,2011-11-03T21:15:14.492+0000,2011-11-04T20:51:00.585+0000,0,AVRO,2,13,AVRO-951,3037.0,84,1,1,2353.57007584,0,2011-11-03T21:15:14.492+0000,0.0,103,0,0.0,Non-existent to Open,3.0,44.0,3.0,11.0,2011.0,84946.093,0.0,11.349772134282565,0.0,6,3-11-2011,158,1008,19578,2.0
0,0,2011-11-15T17:30:29.229+0000,0,puredanger,2011-11-03T21:15:14.492+0000,2011-11-04T20:51:00.585+0000,0,AVRO,2,13,AVRO-951,3037.0,84,1,1,2353.57007584,1,2011-11-04T00:18:05.353+0000,0.12697755787,22,1,0.12697755787,Open to Patch Available,4.0,44.0,4.0,11.0,2011.0,73975.232,10970.861,11.211485613458153,1.0,6,4-11-2011,11,1008,19578,2.0
0,2,2011-11-01T18:36:10.410+0000,0,cutting,2011-10-28T18:26:09.406+0000,2011-10-28T22:20:22.375+0000,0,AVRO,2,3,AVRO-948,73.0,45,0,1,2367.5244605,0,2011-10-28T18:26:09.406+0000,0.0,22,0,0.0,Non-existent to Open,4.0,43.0,28.0,10.0,2011.0,14052.969,0.0,9.550588969163636,0.0,6,28-10-2011,158,5723,19578,1.0
0,2,2011-11-01T18:36:10.410+0000,0,cutting,2011-10-28T18:26:09.406+0000,2011-10-28T22:20:22.375+0000,0,AVRO,2,3,AVRO-948,73.0,45,0,1,2367.5244605,1,2011-10-28T18:35:56.084+0000,0.00679025462963,22,1,0.00679025462963,Open to Patch Available,4.0,43.0,28.0,10.0,2011.0,13466.291,586.678,9.507944878852426,1.0,6,28-10-2011,13,5723,19578,1.0
0,2,2011-11-15T17:30:29.482+0000,1,hernan.otero,2011-10-27T21:29:04.510+0000,2011-11-04T20:59:08.335+0000,0,AVRO,2,16,AVRO-946,2967.0,50,0,1,2353.57007295,0,2011-10-27T21:29:04.510+0000,0.0,47,0,0.0,Non-existent to Open,3.0,43.0,27.0,10.0,2011.0,689403.825,0.0,13.443582481352383,0.0,6,27-10-2011,157,5723,19578,2.0
0,2,2011-11-15T17:30:29.482+0000,1,hernan.otero,2011-10-27T21:29:04.510+0000,2011-11-04T20:59:08.335+0000,0,AVRO,2,16,AVRO-946,2967.0,50,0,1,2353.57007295,1,2011-10-31T19:49:33.311+0000,3.93088890046,47,1,3.93088890046,Open to Patch Available,0.0,44.0,31.0,10.0,2011.0,349775.024,339628.801,12.765045438217022,1.0,6,31-10-2011,12,5723,19578,2.0
0,2,2011-11-01T18:35:58.852+0000,0,cutting,2011-10-25T16:33:24.641+0000,2011-10-28T22:24:37.205+0000,0,AVRO,2,4,AVRO-944,139.0,47,0,1,2367.52459409,0,2011-10-25T16:33:24.641+0000,0.0,22,0,0.0,Non-existent to Open,1.0,43.0,25.0,10.0,2011.0,280272.564,0.0,12.543517851520283,0.0,6,25-10-2011,156,5723,19578,1.0
0,2,2011-11-01T18:35:58.852+0000,0,cutting,2011-10-25T16:33:24.641+0000,2011-10-28T22:24:37.205+0000,0,AVRO,2,4,AVRO-944,139.0,47,0,1,2367.52459409,1,2011-10-25T16:42:48.832+0000,0.00652998842593,22,1,0.00652998842593,Open to Patch Available,1.0,43.0,25.0,10.0,2011.0,279708.373,564.191,12.541502814387323,1.0,6,25-10-2011,12,5723,19578,1.0
0,2,2011-11-01T18:35:57.983+0000,1,massie,2011-10-22T22:00:45.928+0000,2011-10-28T22:14:23.613+0000,0,AVRO,2,5,AVRO-941,891.0,74,0,1,2367.52460434,0,2011-10-22T22:00:45.928+0000,0.0,80,0,0.0,Non-existent to Open,5.0,42.0,22.0,10.0,2011.0,519217.685,0.0,13.160078505810409,0.0,6,22-10-2011,156,5723,19578,2.0
0,2,2012-02-15T00:46:32.319+0000,1,cutting,2011-10-12T22:58:38.442+0000,2012-01-23T23:27:01.521+0000,0,AVRO,2,3,AVRO-926,125.0,26,1,1,2262.2672622,0,2011-10-12T22:58:38.442+0000,0.0,22,0,0.0,Non-existent to Open,2.0,41.0,12.0,10.0,2011.0,8900903.079,0.0,16.001663299105243,0.0,6,12-10-2011,165,5723,19578,1.0
0,2,2012-02-15T00:46:32.319+0000,1,cutting,2011-10-12T22:58:38.442+0000,2012-01-23T23:27:01.521+0000,0,AVRO,2,3,AVRO-926,125.0,26,1,1,2262.2672622,1,2012-01-20T18:37:23.860+0000,99.8185812269,22,1,99.8185812269,Open to Patch Available,4.0,3.0,20.0,1.0,2012.0,276577.661,8624325.418,12.530246932116883,1.0,6,20-1-2012,20,904,11399,1.0
0,2,2015-06-24T10:50:25.936+0000,2,cutting,2011-10-12T19:51:43.769+0000,2011-10-17T20:43:25.225+0000,0,AVRO,2,6,AVRO-924,292.0,59,1,1,2367.52458066,0,2011-10-12T19:51:43.769+0000,0.0,22,0,0.0,Non-existent to Open,2.0,41.0,12.0,10.0,2011.0,435101.456,0.0,12.983334515060331,0.0,6,12-10-2011,165,5723,19578,1.0
0,2,2015-06-24T10:50:25.936+0000,2,cutting,2011-10-12T19:51:43.769+0000,2011-10-17T20:43:25.225+0000,0,AVRO,2,6,AVRO-924,292.0,59,1,1,2367.52458066,1,2011-10-12T19:56:00.944+0000,0.0029765625,22,1,0.0029765625,Open to Patch Available,2.0,41.0,12.0,10.0,2011.0,434844.281,257.175,12.982743271269936,1.0,6,12-10-2011,13,5723,19578,1.0
0,2,2011-10-07T20:27:19.265+0000,1,cutting,2011-10-05T23:14:34.132+0000,2011-10-07T19:31:32.840+0000,0,AVRO,2,14,AVRO-911,706.0,34,2,4,2392.44727474,0,2011-10-05T23:14:34.132+0000,0.0,22,0,0.0,Non-existent to Open,2.0,40.0,5.0,10.0,2011.0,159418.708,0.0,11.979289403570702,0.0,6,5-10-2011,164,5723,19578,1.0
0,2,2011-11-01T18:36:04.023+0000,1,cutting,2011-10-05T21:12:59.242+0000,2011-10-05T21:41:24.067+0000,0,AVRO,2,3,AVRO-910,353.0,33,0,1,2367.52453447,0,2011-10-05T21:12:59.242+0000,0.0,22,0,0.0,Non-existent to Open,2.0,40.0,5.0,10.0,2011.0,1704.825,0.0,7.441217745153656,0.0,6,5-10-2011,164,5723,19578,1.0
0,2,2011-11-01T18:36:04.023+0000,1,cutting,2011-10-05T21:12:59.242+0000,2011-10-05T21:41:24.067+0000,0,AVRO,2,3,AVRO-910,353.0,33,0,1,2367.52453447,1,2011-10-05T21:14:54.853+0000,0.00133809027778,22,1,0.00133809027778,Open to Patch Available,2.0,40.0,5.0,10.0,2011.0,1589.214,115.611,7.370994833365522,1.0,6,5-10-2011,16,5723,19578,1.0
0,2,2011-11-01T18:36:03.304+0000,1,cutting,2011-10-04T22:47:12.653+0000,2011-10-05T18:38:06.150+0000,0,AVRO,2,3,AVRO-907,99.0,36,0,1,2367.5245428,0,2011-10-04T22:47:12.653+0000,0.0,22,0,0.0,Non-existent to Open,1.0,40.0,4.0,10.0,2011.0,71453.497,0.0,11.176802125477334,0.0,6,4-10-2011,164,5723,19578,1.0
0,2,2011-11-01T18:36:03.304+0000,1,cutting,2011-10-04T22:47:12.653+0000,2011-10-05T18:38:06.150+0000,0,AVRO,2,3,AVRO-907,99.0,36,0,1,2367.5245428,1,2011-10-04T22:49:57.697+0000,0.00191023148148,22,1,0.00191023148148,Open to Patch Available,1.0,40.0,4.0,10.0,2011.0,71288.453,165.044,11.174489643778033,1.0,6,4-10-2011,19,5723,19578,1.0
0,2,2011-11-01T18:36:07.174+0000,0,dkaminsky,2011-10-04T21:16:35.733+0000,2011-10-05T18:11:21.842+0000,1,AVRO,2,3,AVRO-906,355.0,37,1,1,2367.52449775,0,2011-10-04T21:16:35.733+0000,0.0,31,0,0.0,Non-existent to Open,1.0,40.0,4.0,10.0,2011.0,75286.109,0.0,11.229050921338693,0.0,6,4-10-2011,164,5723,19578,2.0
0,2,2011-11-01T18:36:07.174+0000,0,dkaminsky,2011-10-04T21:16:35.733+0000,2011-10-05T18:11:21.842+0000,1,AVRO,2,3,AVRO-906,355.0,37,1,1,2367.52449775,1,2011-10-04T23:30:37.907+0000,0.0930807175926,22,1,0.0930807175926,Open to Patch Available,1.0,40.0,4.0,10.0,2011.0,67243.935,8042.174,11.11608210752349,1.0,6,4-10-2011,19,5723,19578,2.0
0,3,2011-12-13T19:06:44.121+0000,1,yangyangyyy,2011-10-04T18:41:29.620+0000,2011-10-05T18:20:49.315+0000,0,AVRO,2,6,AVRO-905,1535.0,63,0,1,2367.52458279,0,2011-10-04T18:41:29.620+0000,0.0,145,0,0.0,Non-existent to Open,1.0,40.0,4.0,10.0,2011.0,85159.695,0.0,11.352283537507343,0.0,6,4-10-2011,164,5723,19578,2.0
0,3,2011-12-13T19:06:44.121+0000,1,yangyangyyy,2011-10-04T18:41:29.620+0000,2011-10-05T18:20:49.315+0000,0,AVRO,2,6,AVRO-905,1535.0,63,0,1,2367.52458279,1,2011-10-04T20:18:28.279+0000,0.0673455902778,22,1,0.0673455902778,Open to Patch Available,1.0,40.0,4.0,10.0,2011.0,79341.036,5818.659,11.28151075170931,1.0,6,4-10-2011,19,5723,19578,2.0
0,2,2011-11-01T18:36:08.077+0000,1,cutting,2011-09-27T18:12:55.200+0000,2011-09-29T23:35:39.463+0000,0,AVRO,2,3,AVRO-899,71.0,61,1,1,2367.52448753,0,2011-09-27T18:12:55.200+0000,0.0,22,0,0.0,Non-existent to Open,1.0,39.0,27.0,9.0,2011.0,192164.263,0.0,12.166105821705537,0.0,6,27-9-2011,166,1631,19578,1.0
0,2,2011-11-01T18:36:08.077+0000,1,cutting,2011-09-27T18:12:55.200+0000,2011-09-29T23:35:39.463+0000,0,AVRO,2,3,AVRO-899,71.0,61,1,1,2367.52448753,1,2011-09-27T18:17:19.043+0000,0.00305373842593,22,1,0.00305373842593,Open to Patch Available,1.0,39.0,27.0,9.0,2011.0,191900.42,263.843,12.164731870633313,1.0,6,27-9-2011,14,1631,19578,1.0
0,1,2012-06-20T07:10:19.976+0000,0,vadimtsarik,2011-09-27T15:54:44.304+0000,2011-10-03T19:46:22.647+0000,0,AVRO,2,7,AVRO-898,388.0,31,4,1,2367.52444269,0,2011-09-27T15:54:44.304+0000,0.0,140,0,0.0,Non-existent to Open,1.0,39.0,27.0,9.0,2011.0,532298.343,0.0,13.184959406249748,0.0,6,27-9-2011,166,1631,19578,2.0
0,1,2012-06-20T07:10:19.976+0000,0,vadimtsarik,2011-09-27T15:54:44.304+0000,2011-10-03T19:46:22.647+0000,0,AVRO,2,7,AVRO-898,388.0,31,4,1,2367.52444269,1,2011-09-29T23:43:54.092+0000,2.32580773148,22,1,2.32580773148,Open to Patch Available,3.0,39.0,29.0,9.0,2011.0,331348.555,200949.788,12.710926136559225,1.0,6,29-9-2011,14,1631,19578,2.0
0,2,2011-11-01T18:36:04.481+0000,1,alex.holmes,2011-09-20T10:42:47.315+0000,2011-09-22T19:09:05.847+0000,0,AVRO,2,7,AVRO-891,2618.0,69,0,1,2367.52452897,0,2011-09-20T10:42:47.315+0000,0.0,7,0,0.0,Non-existent to Open,1.0,38.0,20.0,9.0,2011.0,203178.532,0.0,12.221840339498852,0.0,6,20-9-2011,167,1631,19578,2.0
0,2,2011-11-01T18:36:04.481+0000,1,alex.holmes,2011-09-20T10:42:47.315+0000,2011-09-22T19:09:05.847+0000,0,AVRO,2,7,AVRO-891,2618.0,69,0,1,2367.52452897,1,2011-09-20T20:24:35.051+0000,0.404024722222,22,1,0.404024722222,Open to Patch Available,1.0,38.0,20.0,9.0,2011.0,168270.796,34907.736,12.033329841651964,1.0,6,20-9-2011,16,1631,19578,2.0
0,2,2011-12-13T19:06:54.502+0000,1,cutting,2011-09-16T22:08:23.256+0000,2011-09-19T18:44:23.621+0000,0,AVRO,2,4,AVRO-889,114.0,66,0,1,2367.52445449,0,2011-09-16T22:08:23.256+0000,0.0,22,0,0.0,Non-existent to Open,4.0,37.0,16.0,9.0,2011.0,246960.365,0.0,12.41698313714709,0.0,6,16-9-2011,169,1631,19578,1.0
0,2,2011-12-13T19:06:54.502+0000,1,cutting,2011-09-16T22:08:23.256+0000,2011-09-19T18:44:23.621+0000,0,AVRO,2,4,AVRO-889,114.0,66,0,1,2367.52445449,1,2011-09-16T22:11:15.375+0000,0.00199211805556,22,1,0.00199211805556,Open to Patch Available,4.0,37.0,16.0,9.0,2011.0,246788.246,172.119,12.416285944271454,1.0,6,16-9-2011,15,1631,19578,1.0
0,4,2011-11-01T18:36:10.773+0000,1,cwilkes,2011-09-08T23:36:21.027+0000,2011-09-21T20:45:04.712+0000,0,AVRO,2,3,AVRO-887,685.0,48,0,1,2367.52445623,0,2011-09-08T23:36:21.027+0000,0.0,24,0,0.0,Non-existent to Open,3.0,36.0,8.0,9.0,2011.0,1112923.685,0.0,13.922501060970653,0.0,6,8-9-2011,168,1631,19578,2.0
0,4,2011-11-01T18:36:10.773+0000,1,cwilkes,2011-09-08T23:36:21.027+0000,2011-09-21T20:45:04.712+0000,0,AVRO,2,3,AVRO-887,685.0,48,0,1,2367.52445623,1,2011-09-20T22:51:49.509+0000,11.9690796528,22,1,11.9690796528,Open to Patch Available,1.0,38.0,20.0,9.0,2011.0,78795.203,1034128.482,11.274607398358455,1.0,6,20-9-2011,16,1631,19578,2.0
0,2,2011-11-01T18:36:04.699+0000,0,cutting,2011-08-22T17:58:22.608+0000,2011-08-25T23:20:34.588+0000,0,AVRO,2,2,AVRO-879,80.0,25,0,1,2367.52452668,0,2011-08-22T17:58:22.608+0000,0.0,22,0,0.0,Non-existent to Open,0.0,34.0,22.0,8.0,2011.0,278531.98,0.0,12.537288161200527,0.0,6,22-8-2011,169,1223,19578,1.0
0,1,2011-10-07T20:27:18.954+0000,4,tucu00,2011-08-15T18:46:31.809+0000,2011-08-23T22:24:14.267+0000,0,AVRO,2,4,AVRO-876,448.0,51,0,4,2392.44727836,0,2011-08-15T18:46:31.809+0000,0.0,138,0,0.0,Non-existent to Open,0.0,33.0,15.0,8.0,2011.0,704262.458,0.0,13.464906375323016,0.0,6,15-8-2011,170,1223,19578,2.0
0,1,2011-10-07T20:27:18.954+0000,4,tucu00,2011-08-15T18:46:31.809+0000,2011-08-23T22:24:14.267+0000,0,AVRO,2,4,AVRO-876,448.0,51,0,4,2392.44727836,1,2011-08-15T19:05:09.109+0000,0.012931712963,22,1,0.012931712963,Open to Patch Available,0.0,33.0,15.0,8.0,2011.0,703145.158,1117.3,13.463318633119526,1.0,6,15-8-2011,12,1223,19578,2.0
0,2,2011-11-01T18:36:12.144+0000,1,cutting,2011-08-11T20:32:02.286+0000,2011-09-21T20:47:26.823+0000,0,AVRO,2,3,AVRO-874,217.0,55,0,1,2367.52444053,0,2011-08-11T20:32:02.286+0000,0.0,22,0,0.0,Non-existent to Open,3.0,32.0,11.0,8.0,2011.0,3543324.537,0.0,15.080575979144587,0.0,6,11-8-2011,171,1223,19578,1.0
0,2,2011-11-01T18:36:12.144+0000,1,cutting,2011-08-11T20:32:02.286+0000,2011-09-21T20:47:26.823+0000,0,AVRO,2,3,AVRO-874,217.0,55,0,1,2367.52444053,1,2011-09-20T22:39:17.864+0000,40.0883747454,22,1,40.0883747454,Open to Patch Available,1.0,38.0,20.0,9.0,2011.0,79688.959,3463635.578,11.285886323186881,1.0,6,20-9-2011,16,1631,19578,1.0
0,2,2011-12-13T19:06:54.656+0000,1,billgraham,2011-08-09T20:33:18.054+0000,2011-08-12T20:48:21.572+0000,0,AVRO,2,26,AVRO-872,824.0,49,0,1,2431.05005294,0,2011-08-09T20:33:18.054+0000,0.0,9,0,0.0,Non-existent to Open,1.0,32.0,9.0,8.0,2011.0,260103.518,0.0,12.468834976912364,0.0,6,9-8-2011,170,1223,19578,2.0
0,2,2011-12-13T19:08:35.435+0000,0,billgraham,2011-08-09T20:28:38.870+0000,2011-10-07T21:00:45.712+0000,0,AVRO,2,1,AVRO-871,146.0,45,0,1,2367.5245885,0,2011-08-09T20:28:38.870+0000,0.0,9,0,0.0,Non-existent to Open,1.0,32.0,9.0,8.0,2011.0,5099526.842,0.0,15.444658317312156,0.0,6,9-8-2011,170,1223,19578,2.0
0,2,2011-08-12T20:22:33.807+0000,1,cutting,2011-07-07T20:34:49.217+0000,2011-07-11T21:21:23.892+0000,0,AVRO,2,3,AVRO-856,221.0,26,0,1,2448.4505787,0,2011-07-07T20:34:49.217+0000,0.0,22,0,0.0,Non-existent to Open,3.0,27.0,7.0,7.0,2011.0,348394.675,0.0,12.761091239687538,0.0,6,7-7-2011,163,1001,19578,1.0
0,2,2011-08-12T20:22:33.807+0000,1,cutting,2011-07-07T20:34:49.217+0000,2011-07-11T21:21:23.892+0000,0,AVRO,2,3,AVRO-856,221.0,26,0,1,2448.4505787,1,2011-07-07T20:42:38.389+0000,0.00543023148148,22,1,0.00543023148148,Open to Patch Available,3.0,27.0,7.0,7.0,2011.0,347925.503,469.172,12.759743664000885,1.0,6,7-7-2011,12,1001,19578,1.0
0,2,2011-11-01T18:36:07.811+0000,1,dkaminsky,2011-07-06T21:38:05.147+0000,2011-08-12T21:54:07.283+0000,0,AVRO,2,34,AVRO-853,458.0,36,1,1,2367.52449069,0,2011-07-06T21:38:05.147+0000,0.0,31,0,0.0,Non-existent to Open,2.0,27.0,6.0,7.0,2011.0,3197762.136,0.0,14.977961790622915,0.0,6,6-7-2011,162,1001,19578,2.0
0,2,2011-11-01T18:36:07.811+0000,1,dkaminsky,2011-07-06T21:38:05.147+0000,2011-08-12T21:54:07.283+0000,0,AVRO,2,34,AVRO-853,458.0,36,1,1,2367.52449069,1,2011-07-06T21:48:57.929+0000,0.00755534722222,31,1,0.00755534722222,Open to Patch Available,2.0,27.0,6.0,7.0,2011.0,3197109.354,652.782,14.977757632649363,1.0,6,6-7-2011,11,1001,19578,2.0
0,2,2011-12-13T19:06:52.096+0000,1,kkrugler,2011-06-10T23:15:53.352+0000,2011-06-30T19:25:38.175+0000,0,AVRO,2,5,AVRO-838,363.0,100,1,1,2448.45062037,0,2011-06-10T23:15:53.352+0000,0.0,74,0,0.0,Non-existent to Open,4.0,23.0,10.0,6.0,2011.0,1714184.823,0.0,14.354448203715041,0.0,6,10-6-2011,160,493,19578,2.0
0,2,2011-12-13T19:06:52.096+0000,1,kkrugler,2011-06-10T23:15:53.352+0000,2011-06-30T19:25:38.175+0000,0,AVRO,2,5,AVRO-838,363.0,100,1,1,2448.45062037,1,2011-06-16T10:03:39.965+0000,5.44984505787,22,1,5.44984505787,Open to Patch Available,3.0,24.0,16.0,6.0,2011.0,1243318.21,470866.613,14.033294339339038,1.0,6,16-6-2011,12,493,19578,2.0
0,2,2011-12-13T19:06:51.508+0000,0,cutting,2011-05-31T10:10:32.979+0000,2011-06-02T11:45:14.436+0000,0,AVRO,2,4,AVRO-832,68.0,68,1,1,2448.45058967,0,2011-05-31T10:10:32.979+0000,0.0,22,0,0.0,Non-existent to Open,1.0,22.0,31.0,5.0,2011.0,178481.457,0.0,12.092239992452745,0.0,6,31-5-2011,156,975,19578,1.0
0,2,2011-12-13T19:06:51.508+0000,0,cutting,2011-05-31T10:10:32.979+0000,2011-06-02T11:45:14.436+0000,0,AVRO,2,4,AVRO-832,68.0,68,1,1,2448.45058967,1,2011-05-31T12:47:08.164+0000,0.10874056713,22,1,0.10874056713,Open to Patch Available,1.0,22.0,31.0,5.0,2011.0,169086.272,9395.185,12.038164348859064,1.0,6,31-5-2011,12,975,19578,1.0
0,3,2011-05-06T19:18:37.362+0000,4,alambert,2011-04-26T22:49:37.488+0000,2011-05-03T19:33:26.637+0000,0,AVRO,2,2,AVRO-811,184.0,37,0,1,2546.49498204,0,2011-04-26T22:49:37.488+0000,0.0,6,0,0.0,Non-existent to Open,1.0,17.0,26.0,4.0,2011.0,593029.149,0.0,13.292998831915128,0.0,6,26-4-2011,154,1899,19578,2.0
0,2,2011-08-12T20:22:34.191+0000,0,decster,2011-04-22T07:38:32.802+0000,2011-05-18T09:30:46.440+0000,0,AVRO,2,2,AVRO-809,237.0,66,0,1,2448.45057419,0,2011-04-22T07:38:32.802+0000,0.0,29,0,0.0,Non-existent to Open,4.0,16.0,22.0,4.0,2011.0,2253133.638,0.0,14.62783253323451,0.0,6,22-4-2011,155,1899,19578,2.0
0,2,2011-08-12T20:22:34.191+0000,0,decster,2011-04-22T07:38:32.802+0000,2011-05-18T09:30:46.440+0000,0,AVRO,2,2,AVRO-809,237.0,66,0,1,2448.45057419,1,2011-05-16T13:37:19.684+0000,24.2491537269,22,1,24.2491537269,Open to Patch Available,0.0,20.0,16.0,5.0,2011.0,158006.756,2095126.882,11.970393070588614,1.0,6,16-5-2011,9,975,19578,2.0
0,2,2013-05-02T02:30:56.762+0000,2,cutting,2011-04-19T23:24:21.991+0000,2012-09-11T21:41:11.698+0000,6,AVRO,2,40,AVRO-806,143.0,30,33,1,2038.41331501,0,2011-04-19T23:24:21.991+0000,0.0,22,0,0.0,Non-existent to Open,1.0,16.0,19.0,4.0,2011.0,44144209.707,0.0,17.602972325948944,0.0,6,19-4-2011,153,1899,19578,1.0
0,2,2011-11-01T18:36:00.834+0000,2,cutting,2011-04-19T23:09:40.245+0000,2011-09-12T20:24:25.647+0000,0,AVRO,2,6,AVRO-805,267.0,53,5,1,2367.52457134,0,2011-04-19T23:09:40.245+0000,0.0,22,0,0.0,Non-existent to Open,1.0,16.0,19.0,4.0,2011.0,12604485.402,0.0,16.349563292860047,0.0,6,19-4-2011,153,1899,19578,1.0
0,2,2011-11-01T18:36:00.834+0000,2,cutting,2011-04-19T23:09:40.245+0000,2011-09-12T20:24:25.647+0000,0,AVRO,2,6,AVRO-805,267.0,53,5,1,2367.52457134,1,2011-09-09T22:46:01.920+0000,142.983584201,22,1,142.983584201,Open to Patch Available,4.0,36.0,9.0,9.0,2011.0,250703.727,12353781.675,12.432027150410034,1.0,6,9-9-2011,14,1631,19578,1.0
0,2,2011-11-01T18:36:05.374+0000,2,cutting,2011-04-19T23:02:50.368+0000,2011-10-04T21:54:56.916+0000,0,AVRO,2,19,AVRO-804,252.0,49,7,1,2367.52451895,0,2011-04-19T23:02:50.368+0000,0.0,22,0,0.0,Non-existent to Open,1.0,16.0,19.0,4.0,2011.0,14511126.548,0.0,16.490426261267675,0.0,6,19-4-2011,153,1899,19578,1.0
0,2,2011-11-01T18:36:05.374+0000,2,cutting,2011-04-19T23:02:50.368+0000,2011-10-04T21:54:56.916+0000,0,AVRO,2,19,AVRO-804,252.0,49,7,1,2367.52451895,1,2011-10-04T18:22:18.315+0000,167.805184572,22,1,167.805184572,Open to Patch Available,1.0,40.0,4.0,10.0,2011.0,12758.601,14498367.947,9.4539609113895,1.0,6,4-10-2011,19,5723,19578,1.0
0,2,2011-05-06T19:14:02.920+0000,1,cutting,2011-04-12T22:09:13.584+0000,2011-04-19T20:44:58.393+0000,0,AVRO,2,3,AVRO-802,165.0,65,1,1,2546.49815848,0,2011-04-12T22:09:13.584+0000,0.0,22,0,0.0,Non-existent to Open,1.0,15.0,12.0,4.0,2011.0,599744.809,0.0,13.304259525391453,0.0,6,12-4-2011,153,1899,19578,1.0
0,2,2011-05-06T19:14:02.920+0000,1,cutting,2011-04-12T22:09:13.584+0000,2011-04-19T20:44:58.393+0000,0,AVRO,2,3,AVRO-802,165.0,65,1,1,2546.49815848,1,2011-04-12T22:11:20.003+0000,0.00146318287037,22,1,0.00146318287037,Open to Patch Available,1.0,15.0,12.0,4.0,2011.0,599618.39,126.419,13.304048715187216,1.0,6,12-4-2011,9,1899,19578,1.0
0,2,2011-05-06T19:14:02.475+0000,0,nrc,2011-04-08T08:06:59.497+0000,2011-04-20T23:12:59.864+0000,0,AVRO,2,4,AVRO-801,125.0,28,0,1,2546.49816351,0,2011-04-08T08:06:59.497+0000,0.0,94,0,0.0,Non-existent to Open,4.0,14.0,8.0,4.0,2011.0,1091160.367,0.0,13.90275224484721,0.0,6,8-4-2011,153,1899,19578,2.0
0,2,2011-05-06T19:14:02.475+0000,0,nrc,2011-04-08T08:06:59.497+0000,2011-04-20T23:12:59.864+0000,0,AVRO,2,4,AVRO-801,125.0,28,0,1,2546.49816351,1,2011-04-12T23:48:27.990+0000,4.65380200231,22,1,4.65380200231,Open to Patch Available,1.0,15.0,12.0,4.0,2011.0,689071.874,402088.493,13.443100860955798,1.0,6,12-4-2011,9,1899,19578,2.0
0,2,2011-05-06T19:14:02.795+0000,1,cutting,2011-04-06T23:07:26.824+0000,2011-04-19T20:48:40.623+0000,0,AVRO,2,2,AVRO-799,47.0,39,0,1,2546.49815991,0,2011-04-06T23:07:26.824+0000,0.0,22,0,0.0,Non-existent to Open,2.0,14.0,6.0,4.0,2011.0,1114873.799,0.0,13.924251771717115,0.0,6,6-4-2011,152,1899,19578,1.0
0,2,2011-05-06T19:14:02.795+0000,1,cutting,2011-04-06T23:07:26.824+0000,2011-04-19T20:48:40.623+0000,0,AVRO,2,2,AVRO-799,47.0,39,0,1,2546.49815991,1,2011-04-06T23:12:20.521+0000,0.00339927083333,22,1,0.00339927083333,Open to Patch Available,2.0,14.0,6.0,4.0,2011.0,1114580.102,293.697,13.923988301813955,1.0,6,6-4-2011,7,1899,19578,1.0
0,2,2011-05-06T19:14:01.460+0000,1,cutting,2011-04-06T22:09:06.709+0000,2011-04-19T20:52:14.392+0000,0,AVRO,2,6,AVRO-798,360.0,29,0,1,2546.49817522,0,2011-04-06T22:09:06.709+0000,0.0,22,0,0.0,Non-existent to Open,2.0,14.0,6.0,4.0,2011.0,1118587.683,0.0,13.927577450223717,0.0,6,6-4-2011,152,1899,19578,1.0
